movieId,title,joined_features
91056,Batman and Robin (1949),nan nan nan action adventure crime drama sci-fi 
91058,Make Like a Thief (Juokse kuin varas) (1964),richardlong åkelindman pirkkomannola åkelindman finland nightclub innocence gay comedy crime thriller 
91065,Bluebeard (Landru) (1963),nan nan nan drama 
91067,Spy(ies) (Espion(s)) (2009),guillaumecanet géraldinepailhas stephenrea nicolassaada undercover terrorist attack terrorism syria drama romance thriller 
91069,"Good Morning, Miss Dove (1955)",nan nan nan drama 
91071,"Late George Apley, The (1947)",nan nan nan comedy 
91073,Million Dollar Legs (1932),nan nan nan comedy 
91075,"Great Flamarion, The (1945)",nan nan nan drama film-noir 
91077,"Descendants, The (2011)",georgeclooney shailenewoodley amaramiller alexanderpayne father daughter relationship boating accident hawaii cheating wife comedy drama 
91079,Like Crazy (2011),antonyelchin felicityjones jenniferlawrence drakedoremus immigration student visa long distance relationship airport drama romance 
91094,"Muppets, The (2011)",jasonsegel amyadams chriscooper jasonsegel puppet the muppets puppetry nightmare children comedy musical 
91104,"Twilight Saga: Breaking Dawn - Part 1, The (2011)",taylorlautner gilbirmingham billyburke melissarosenberg human vampire hybrid half human first part actor reprises previous role adventure drama fantasy romance 
91106,Circle of Deceit (Die Fälschung) (1981),nan nan nan drama war 
91108,Figures in a Landscape (1970),nan nan nan thriller 
91110,Barocco (1976),nan nan nan crime drama romance thriller 
91112,Blown Away (1993),coreyhaim nicoleeggert coreyfeldman robertc.cooper female frontal nudity nudity cunnilingus oral sex action drama romance 
91126,War Horse (2011),jeremyirvine petermullan emilywatson leehall world war one horse riding equestrian cavalryman drama war 
91128,"Rum Diary, The (2011)",johnnydepp aaroneckhart michaelrispoli brucerobinson based on novel journalist puerto rico san juan puerto rico comedy drama thriller 
91134,My Week with Marilyn (2011),michellewilliams eddieredmayne juliaormond marilynmonroe marilyn monroe character laurence olivier character vivien leigh character jack cardiff character drama 
91137,Stanley and Livingstone (1939),nan nan nan adventure drama 
91140,"Making Plans for Lena (Non ma fille, tu n'iras pas danser) (2009)",chiaramastroianni marinafoïs marie-christinebarrault christophehonoré male nudity male frontal nudity male full frontal nudity first person title drama 
91163,Moonlight and Cactus (1944),nan nan nan comedy musical western 
91167,"Inconvenient Tax, An (2011)",josephthorndike charlesrossotti mikehuckabee christophermarshall nan documentary 
91169,Easier with Practice (2009),briangeraghty kelo'neill margueritemoreau kylepatrickalvarez gay secondary character gay interest phone sex drama romance 
91179,I Was an Adventuress (1940),nan nan nan comedy crime 
91181,Safe in Hell (1931),nan nan nan drama 
91187,Millhaven (2010),katarzynagroniec katarzynagroniec nan animation 
91189,Three Days (Tres días) (2008),víctorclavijo marianacordero eduardfernández f.javiergutiérrez meteorite time in title revenge murder crime drama fantasy 
91191,À l'aventure (2008),carolebrana arnaudbinard nadiachibani jean-claudebrisseau bliss sex standing up vibrator missionary position drama 
91193,"Criminal, The (a.k.a. Concrete Jungle) (1960)",nan nan nan crime drama 
91195,"Wedding Director, The (Il regista di matrimoni) (2006)",sergiocastellitto donatellafinocchiaro samifrey marcobellocchio director marriage kiss surrealism drama mystery 
91199,Weekend (2011),tomcullen chrisnew jonathanrace andrewhaigh fellatio nudity nightclub intimacy drama romance 
91201,"South, The (Sur) (1988)",nan nan nan drama 
91206,"Iron Rose, The (Rose de fer, La) (1973)",françoisepascal huguesquester natalieperrey tristancorbière sex on grave couple cemetery train horror 
91208,Silvestre (1982),nan nan nan drama 
91211,Echoes of the Rainbow (Sui yuet san tau) (2010),simonyam sandrakwanyueng aarifrahman alexlaw school childhood 1960s comedy drama romance 
91213,Beijing Taxi (2010),nan miaowang nan documentary 
91216,"Lebanon, Pa. (2010)",joshhopkins rachelkitson ianmerrillpeakes benhickernell title ends with period period in title comma in title place name in title drama 
91218,Hollywood Party (1934),nan nan nan comedy musical 
91223,"Constant Nymph, The (1943)",nan nan nan drama romance 
91227,Cyclomania (2001),laurinurkse tommimujunen elenaleeve simohalinen accident parent child relationship dating studying drama romance 
91229,Enon opetukset (2011),akuhirviniemi heikkipitkänen annaleenasipilä akuhirviniemi alcoholic alcoholism alcohol year 1997 comedy drama 
91241,Singham (2011),ajaydevgn kajalaggarwal prakashraj hari india character name as title one word title surname as title action drama romance 
91243,Shanghai (2010),johncusack ligong yun-fatchow hosseinamini japanese chinese japanese occupation japanese occupation of china drama mystery romance 
91246,Milky Way (Tejút) (2007),barbarabalogh sándorbalogh péterbalázs benedekfliegauf nan (no genres listed) 
91248,"Silence Before Bach, The (Die Stille vor Bach) (2007) ",christianatanasiu féodoratkine george-christophbiller pereportabella shower subway singer piano musical 
91250,Chandni Chowk to China (2009),akshaykumar mithunchakraborty deepikapadukone rajatarora chinese village bound and gagged fake pregnancy great wall of china action comedy 
91253,Stage Struck (1936),nan nan nan comedy musical 
91256,Faat Kiné (2001),venusseye mamendoumbé ndiagnedia ousmanesembene feminism nonconformity comedy drama 
91261,Hipsters (Stilyagi) (2008),antonshagin oksanaakinshina evgeniabrik yuriykorotkov conformity youth 1950s subculture drama musical romance 
91266,Another Cinderella Story (2008),selenagomez drewseeley janelynch erikpatterson female protagonist dog singing bad girl children comedy musical romance 
91268,"Plough and the Stars, The (1936)",nan nan nan drama 
91271,Miracle at Oxford (True Blue) (1996),johanleysen dominicwest dylanbaker rupertwalters two word title color in title male objectification shower drama 
91273,Bunraku (2010),joshhartnett gackt woodyharrelson boazdavidson stabbed in the face fight brawl shot in the back action drama fantasy 
91284,"Lonely Passion of Judith Hearne, The (1987)",nan nan nan drama romance 
91286,"Little Colonel, The (1935)",nan nan nan children comedy crime drama 
91290,Sarah's Key (Elle s'appelait Sarah) (2010),kristinscottthomas mélusinemayance nielsarestrup tatianaderosnay apartment journalist escape key drama 
91298,Bigga Than Ben (2008),benbarnes andreychadov ovidiumatesan s.a.halewood nan crime drama 
91302,"Tree, The (2010)",charlottegainsbourg morgandavies martoncsokas judypascoe australian death of loved one house tree children drama 
91304,Xtro (1983),nan nan nan horror sci-fi 
91306,Waiting for Happiness (Heremakono) (2002),khatraouldabderkader maataouldmohamedabeid mohamedmahmoudouldmohamed abderrahmanesissako train singing ship sand drama 
91309,Applause (Applaus) (2009),paprikasteen michaelfalch sara-mariemaltha martinzandvliet actress motherhood mother son relationship mother child relationship drama 
91323,"Sitter, The (2011)",jonahhill maxrecords arigraynor briangatewood brother sister relationship gay teenager babysitting child in peril comedy 
91325,Extremely Loud and Incredibly Close (2011),tomhanks thomashorn sandrabullock ericroth asperger's syndrome quest revelation lock drama 
91331,Terror on a Train (Time Bomb) (1953),nan nan nan thriller 
91333,Hanussen (1988),nan nan nan drama 
91335,"Gruffalo, The (2009)",helenabonhamcarter jamescorden tomwilkinson jakobschuh mouse snake owl fox adventure animation children comedy drama 
91337,Play the Game (2009),paulcampbell andygriffith dorisroberts marcfienberg grandfather grandson relationship 2000s widower rose comedy romance 
91339,"12 Dogs of Christmas, The (2005)",jordan-clairegreen tomkemp susanwood emmakragen dog movie dog christmas dogcatcher children 
91351,Asterix and the Big Fight (Astérix et le coup du menhir) (1989),nan nan nan adventure animation children comedy 
91353,Asterix in America (a.k.a Asterix Conquers America) (Astérix et les Indiens) (1994),rogercarel pierretornade henrilabussière gerhardhahn fat man warrior wild boar boar adventure animation children comedy 
91355,Asterix and the Vikings (Astérix et les Vikings) (2006),rogercarel loràntdeutsch saraforestier jespermøller fat man warrior wild boar hang gliding adventure animation children comedy fantasy 
91360,Sing Your Song (2011),harrybelafonte sidneypoitier margechampion harrybelafonte united nations international children's fund ambassador robert f. kennedy assassination martin luther king jr. assassination documentary 
91362,Rings on Her Fingers (1942),nan nan nan comedy romance 
91371,Rampart (2011),woodyharrelson jonbernthal stellaschnabel jamesellroy police scandal police car cop action crime drama thriller 
91386,Happy Feet Two (2011),carlosalazraqui lombardoboyar jeffreygarcia garyeck anthropomorphic penguin warner bros. seal the animal box office bomb animation children comedy imax 
91388,Angel (1982),nan nan nan drama 
91391,HealtH (1980),nan nan nan comedy 
91393,L'amore (1948),nan nan nan drama 
91395,That Cold Day in the Park (1969),nan nan nan drama 
91414,Arthur Christmas (2011),jamesmcavoy hughlaurie billnighy barrycook christmas elf christmas eve resentment animation children comedy drama 
91416,Miss Bala (2011),stephaniesigman juancarlosgalván noéhernández gerardonaranjo female nudity beauty pageant drug war audition action adventure drama thriller 
91419,Wind Across the Everglades (1958),nan nan nan drama romance 
91421,Red Line 7000 (1965),nan nan nan action drama 
91423,99 and 44/100% Dead (1974),nan nan nan action adventure comedy crime 
91425,"Suspect, The (1944)",nan nan nan drama thriller 
91442,"Midsummer Night's Dream, A (1968)",nan nan nan comedy fantasy romance 
91444,Getting to Know You (1999),heathermatarazzo zachbraff davidaaronbaker joycecaroloates f rated comedy drama 
91446,Run for Cover (1955),nan nan nan western 
91450,"Perfect Game, The (2009)",jaket.austin jansenpanettiere moisesarias w.williamwinokur poor dirt road year 1957 kids drama 
91474,Flypaper (2011),patrickdempsey ashleyjudd timblakenelson jonlucas master criminal secret identity whodunit murder comedy crime 
91483,Bullet to the Head (2012),sylvesterstallone sungkang sarahshahi alessandrocamon female rear nudity erect nipples topless women cmnf action crime film-noir 
91485,"Expendables 2, The (2012)",sylvesterstallone jasonstatham jetli richardwenk anti tank missile woman hits a man woman murders a man murderess action adventure 
91488,"Snowman, The (1982)",nan nan nan animation children musical 
91492,Bathing Beauty (1944),nan nan nan comedy musical 
91494,What Price Glory (1926),nan nan nan comedy drama war 
91500,The Hunger Games (2012),stanleytucci wesbentley jenniferlawrence garyross wasp swarm of bees female protagonist self survival action adventure drama sci-fi thriller 
91503,Blind Justice (Hævnens nat) (1916),nan nan nan drama mystery thriller 
91505,Clone (Womb) (2010),evagreen mattsmith lesleymanville benedekfliegauf incest rape love women's rights woman's freedom drama romance sci-fi 
91509,Fire of Conscience (For lung) (2010),leonlai richiejen baoqiangwang dantelam police corruption murder fire action crime mystery thriller 
91511,"Goddess, The (Shen nu) (1934)",lingyuruan tianjian zhizhizhang yonggangwu nan drama 
91513,Intimate Lighting (Intimni osvetleni) (1965),nan nan nan comedy drama 
91515,Sweeney Todd: The Demon Barber of Fleet Street (1936),nan nan nan crime horror 
91517,"Death King, The (Der Todesking) (1990)",nan nan nan drama horror 
91529,"Dark Knight Rises, The (2012)",christianbale garyoldman tomhardy jonathannolan dc comics batman character terrorist plot bruce wayne character action adventure crime imax 
91531,Hovering Over the Water (À Flor do Mar) (1986),nan nan nan drama romance 
91533,Dacii (1967),nan nan nan drama war 
91535,"Bourne Legacy, The (2012)",jeremyrenner scottglenn stacykeach tonygilroy wolf drone pill cia action adventure drama thriller imax 
91537,"Don't Worry, I'm Fine (Je vais bien, ne t'en fais pas) (2006)",mélanielaurent kadmerad isabellerenauld philippelioret laundry drying on a clothesline fasting sex scene twin drama 
91540,I Melt with You (2011),thomasjane jeremypiven roblowe glennporter male nudity male full frontal nudity pubic hair male pubic hair drama 
91542,Sherlock Holmes: A Game of Shadows (2011),robertdowneyjr. judelaw noomirapace michelemulroney gypsy woman man disguised as a woman investigation riding a freight train action adventure comedy crime mystery thriller 
91548,Life in a Day (2011),hiroakiaikawa cindybaer teaganbentley kevinmacdonald day in the life prologue scene during end credits talking to the camera documentary drama 
91554,Evidence of Blood (1998),davidstrathairn marymcdonnell seanmccann andrewmondshein pulitzer prize memory kitchen flashback crime drama mystery thriller 
91556,"Cost of Living, The (Le coût de la vie) (2003)",fabriceluchini vincentlindon camillejapy jean-françoisgoyet constipation avarice restaurant owner bailiff comedy 
91558,Flamenco (de Carlos Saura) (1995),lapaqueradejerez mercheesmeralda manolosanlúcar carlossaura dance flamenco music musical 
91560,"Funny Man, A (Dirch) (2011)",nikolajliekaas larsranthe larsbrygmann martinzandvliet based on real person drama 
91562,Judex (1916),nan nan nan adventure 
91564,Wild Animals (Yasaeng dongmul bohoguyeog) (1997),jae-hyuncho dong-jikjang ryunjang ki-dukkim shot in the back stabbed in the chest peep show double cross crime drama 
91566,Sasayaki (a.k.a. Moonlight Whispers) (Gekkô no sasayaki) (1999),kenjimizuhashi tsugumi kôtakusano masahikokikuni school schoolmate socks revenge drama romance 
91571,Coriolanus (2011),gerardbutler ralphfiennes lubnaazabal johnlogan honing a knife food shortage molotov cocktail mockery drama thriller 
91573,Americano (2011),mathieudemy geraldinechaplin chiaramastroianni mathieudemy film starts with sex clothed sex word tattoo man and woman in a bubble bath drama 
91582,Stagecoach (1966),nan nan nan western 
91586,Angelus (2000),jansiodlaczek pawelsteinert danielskowronek bronislawmaj male nudity comedy drama 
91589,"Forty-first, The (Sorok pervyy) (1956)",nan nan nan drama romance war 
91591,Macon County Line (1974),nan nan nan action drama 
91593,Gitmek: My Marlon and Brando (Gitmek: Benim Marlon ve Brandom) (2008),ayçadamgaci hamaalikahn cengizbozkurt hüseyinkarabey iraq love border kurdish drama romance war 
91595,Prom Night in Mississippi (2009),highschoolseniorsofcharleston morganfreeman paulsaltzman prom high school race relations interview documentary 
91597,This Is Not a Film (In film nist) (2011),jafarpanahi igi mrs.gheirat jafarpanahi artistic creation iranian wheelie bin tea documentary 
91599,Carmen Comes Home (Karumen kokyo ni kaeru) (1951),nan nan nan comedy 
91601,Outside Satan (Hors Satan) (2011),daviddewaele alexandralemâtre christophebon brunodumont female full frontal nudity barking dog beating with a stick blood drama 
91603,"Student, The (El estudiante) (2011)",estebanlamothe rominapaula ricardofelix santiagomitre university politics written by director betrayal drama 
91605,Shit Year (2010),ellenbarkin lukegrimes bobeinstein camarcher two word title drama 
91610,Toronto Stories (2008),gilbellows sook-yinlee k.c.collins sudzsutherland f rated toronto place name in title labia drama 
91612,Backstage (2005),emmanuelleseigner isildlebesco noémielvovsky emmanuellebercot singer groupie celebrity f rated drama 
91615,Better Things (2008),rachelmcintyre emmacooper liammcilfatrick duanehopkins drug addiction teenage boy countryside teenage girl drama 
91617,"New Life, A (La vie nouvelle) (2002)",zacharyknighton annamouglalis marcbarbé philippegrandrieux singing experimental film male frontal nudity male full frontal nudity drama 
91619,"Why Are the Bells Ringing, Mitica? (a.k.a. Carnival Scenes) (De ce trag clopotele, Mitica?) (1981)",nan nan nan comedy 
91622,Young Adult (2011),charlizetheron pattonoswalt patrickwilson diablocody emotional breakdown mental illness drinking narcissism comedy drama 
91624,Mr Bones 2: Back from the Past (2008),leonschuster tongayichirisa leeandareddy leonschuster sequel second part comedy 
91626,Faces in the Crowd (2011),millajovovich julianmcmahon davidatrakchi julienmagnat hypnotism rape face recognize crime drama mystery 
91628,New Year's Eve (2011),michellepfeiffer zacefron charlottemarshall-fricker katherinefugate new year's eve kiss new york city latex gloves comedy romance 
91630,Mission: Impossible - Ghost Protocol (2011),tomcruise paulapatton simonpegg brucegeller race against time ethan hunt character luther stickell character woman murders a man action adventure thriller imax 
91632,G.I. Joe: A Real American Hero (G.I. Joe: The MASS Device) (1983),michaelbell arthurburghardt christophercollins arthurburghardt 1980s teleportation tv mini series military action animation 
91634,G.I. Joe: The Revenge of Cobra (1984),jacksonbeck michaelbell greggberger michaelbell 1980s tv mini series military weather manipulation action animation 
91653,We Bought a Zoo (2011),mattdamon scarlettjohansson thomashadenchurch alinebroshmckenna based on true story zoo inspection woman comedy drama 
91655,April in Paris (1952),nan nan nan comedy musical romance 
91658,"Girl with the Dragon Tattoo, The (2011)",danielcraig rooneymara christopherplummer stevenzaillian investigation computer hacker journalist hacker drama thriller 
91660,"Darkest Hour, The (2011)",emilehirsch oliviathirlby maxminghella jonspaihts russia creature electricity end of the world action horror sci-fi thriller 
91666,Last Holiday (1950),nan nan nan comedy drama romance 
91671,Alvin and the Chipmunks: Chipwrecked (2011),jasonlee davidcross jennyslate jonathanaibel swimming pool pool suitcase shoe animation comedy 
91673,Albert Nobbs (2011),glennclose antoniacampbell-hughes miawasikowska gabriellaprekop woman pretending to be a man hotel 19th century painter drama 
91681,"Julia's Eyes (Ojos de Julia, Los) (2010)",belénrueda lluíshomar pabloderqui guillemmorales twin sisters suicide sister sister relationship blindness horror thriller 
91683,Metrobranding (2010),mihaelaandrei viorelandrei gheorghebanu anavlad nan documentary 
91688,Salvation Boulevard (2011),jenniferconnelly gregkinnear piercebrosnan douglasstone handcuffed man pastor doused with gasoline cross comedy thriller 
91690,Friends with Kids (2011),adamscott jenniferwestfeldt mayarudolph jenniferwestfeldt f rated cabin life coach friend comedy 
91692,"Girl in the Red Velvet Swing, The (1955)",nan nan nan crime drama romance 
91694,Intruders (2011),cliveowen caricevanhouten danielbrühl nicoláscasariego supernatural horror one word title breasts climbing a tree horror thriller 
91697,Pitfall (1948),nan nan nan film-noir 
91707,In the Land of Blood and Honey (2011),zanamarjanovic gorankostic radeserbedzija angelinajolie soldier emaciation bus food drama romance war 
91709,Kongo (1932),nan nan nan drama horror 
91711,Shockproof (1949),nan nan nan crime drama film-noir 
91713,Boy Meets Girl (1938),nan nan nan comedy 
91715,Model Shop (1969),nan nan nan drama 
91718,Broken Lullaby (1932),nan nan nan drama 
91727,"Toast of New York, The (1937)",nan nan nan comedy drama war 
91729,Texas (1941),nan nan nan drama romance western 
91741,Peas at 5:30 (Erbsen auf halb 6) (2004),fritzihaberlandt hilmirsnærguðnason tinaengel larsbüchel food in title road accident loss of eyesight dying mother comedy drama romance 
91743,Today's Special (2009),kevincorrigan aartimann deanwinters aasifmandvi chef cooking cook food comedy 
91745,Brutal Beauty: Tales of the Rose City Rollers (2010),beckyverhey beckyverhey punctuation in title documentary 
91747,G.I. Joe: Operation Dragonfire (1989),michaelbenyaer jimbyrnes kevinconway jimbyrnes terrorism 1980s military based on toy action animation 
91749,Sophie's Revenge (Fei chang wan mei) (2009),ziyizhang bingbingfan peterho evajin halloween party halloween costume star revenge comedy romance 
91755,Reagan (2011),budabbott walterabel spiroagnew eugenejarecki political superpower liberal president career documentary 
91762,"Last Lions, The (2011)",jeremyirons dereckjoubert one eyed animal lion lion pride elephant documentary 
91766,Machine Gun McCain (Gli intoccabili) (1969),nan nan nan crime drama thriller 
91768,"Outside Man, The (Un homme est mort) (1972)",nan nan nan action crime drama thriller 
91770,Private Hell 36 (1954),nan nan nan crime drama film-noir 
91782,Territories (2010) ,cristinarosato michaelmando roclafortune olivierabbou asthma inhaler backwoods bag over head blood crime horror 
91784,Girl Walks Into a Bar (2011),gilbellows xanderberkeley alexisbledel sebastiangutierrez bar bartender strip club the madison dance comedy drama fantasy 
91786,Professor Layton and the Eternal Diva (Eiga Reiton-kyôju to eien no utahime) (2009),yôôizumi makihorikita nanamizuki akihirohino anime eternal life opera house ambrosia action adventure animation mystery sci-fi 
91789,Bringing Up Bobby (2011),millajovovich spencerlist donkruizinga colefrates helping someone wealth oklahoma future comedy 
91793,"Painting Sellers, The (Taulukauppiaat) (2010)",teppomanner aulimantila tuomasairola jani-petteripassi friendship christmas stepfather young man drama 
91797,"Chapman Report, The (1962)",nan nan nan comedy drama romance 
91799,Skyscraper Souls (1932),nan nan nan drama romance 
91805,Ladies vs. Ricky Bahl (2011),ranveersingh anushkasharma parineetichopra devikabhagat con con man con artist comedy drama 
91808,Pariah (2011),adeperooduye pernellwalker aashadavis deerees teenager identity f rated based on short film drama 
91821,"Muppet Family Christmas, A (1987)",frankoz davegoelz richardhunt erictill bandleader electronic keyboard the muppets bass guitar children comedy musical 
91823,Kung Fu Panda Holiday Special (2010),jackblack dustinhoffman angelinajolie jonathangroff nightmare host kung fu restaurant animation children comedy 
91826,Tanner Hall (2009),rooneymara georgiaking brielarson tatianavonfürstenberg female friendship coming of age boarding school friendship drama 
91829,Newlyweds (2011),edwardburns kerrybishé marshadietlein edwardburns nan drama 
91831,"Devil Inside, The (2012)",fernandaandrade simonquarterman evanhelmuth williambrentbell found footage exorcism exorcist demonic possession horror thriller 
91834,Born to Race (2011),josephcross johnpyper-ferguson brandoeaton stevesarno car race mechanic car mechanic illegal street racing action 
91840,Roadie (2011),roneldard jillhennessy bobbycannavale geraldcuesta prodigal son new york city new york roadie band comedy drama 
91842,Contraband (2012),robertwahlberg caleblandryjones jasonmitchell aaronguzikowski drug lord smuggling contraband prison action crime drama thriller 
91844,Chak De India! (2007),shahrukhkhan vidyamalvade sagarikaghatge jaideepsahni team hockey coach brawl drama 
91852,"Métamorphose des cloportes, La (1965)",nan nan nan comedy crime 
91854,Mantrap (1926),nan nan nan comedy 
91858,"Cow, The (Gaav) (1969)",nan nan nan drama 
91860,"Way South, The (De weg naar het zuiden) (1981)",nan nan nan documentary 
91862,Local Color (1977),janecampbell bobherron doloreskenan markrappaport blood opera drama 
91866,Beneath the Darkness (2011),dennisquaid aimeeteegarden tonyoller brucewilkinson corpse psychopath high school buried alive thriller 
91869,Being Elmo: A Puppeteer's Journey (2011),whoopigoldberg billbarretta taubennett philipshane puppeteer interview puppet fireworks documentary 
91871,Idol of the Crowds (1937),nan nan nan drama romance 
91873,Joyful Noise (2012),queenlatifah dollyparton kekepalmer toddgraff choir autism chips bare chested male comedy musical 
91880,My Best Enemy (Mi mejor enemigo) (2005),nicolássaavedra ertopantoja migueldedovich alexbowen patrol chile latin american history south american history drama war 
91882,To Die Like a Man (Morrer Como Um Homem) (2009),chandramalatitch johnjesusromão ivobarroso joãopedrorodrigues needle sexuality nudity full frontal nudity drama fantasy musical 
91884,"Sea Gull, The (1968)",nan nan nan drama romance 
91886,Dolphin Tale (2011),harryconnickjr. ashleyjudd nathangamble karenjanszen competition bare chested male father figure beach children drama 
91888,Chico & Rita (2010),limarameneses emanxoroña marioguerra javiermariscal rotoscoping character names as title forenames as title piano player animation musical romance 
91890,"Iron Lady, The (2011)",merylstreep jimbroadbent susanbrown phyllidalloyd politics 10 downing street london old woman old age drama 
91894,Happy Tears (2009),parkerposey demimoore peterpatrikios mitchelllichtenstein male frontal nudity male nudity barefoot male male rear nudity comedy drama 
91896,"Golden Boys, The (2008)",davidcarradine riptorn brucedern danieladams nan comedy romance 
91902,Elena (2011),nadezhdamarkina andreysmirnov elenalyadova olegnegin submission submissive unhappy marriage drama 
91904,"House Built on Water, A (Khanei ruye ab) (2003)",ezzatolahentezami rezakianian hediyehtehrani bahmanfarmanara iran iranian concubine near death experience thriller 
91906,Aurora (2010),cristipuiu claravoda valeriaseciu cristipuiu male frontal nudity one word title male objectification taking a shower drama 
91908,Psyhi vathia (a.k.a. Deep Soul) (2009),vangelismourikis giorgossymeonidis victoriaharalabidou pantelisvoulgaris female soldier megaphone severed head combat drama war 
91911,"Conquest, The (La conquête) (2011)",denispodalydès florencepernel bernardlecoq patrickrotman french president domestic affairs public opinion opinion poll drama 
91914,Mad Bastards (2010),deandaley-jones lucasyeeda gregtait brendanfletcher violence drawing in sand father son estrangement australian bush drama 
91919,Mr. Bug Goes to Town (1941),nan nan nan animation children comedy fantasy musical 
91921,"Construction, The (En construcción) (2001)",juanarodríguezmolina ivánguzmánjiménez juanlópezlópez joséluisguerín nan documentary 
91924,"Wild Bees, The (Divoké vcely) (2001)",zdenekrauser tatianavilhelmová marekdaniel bohdansláma nan comedy drama 
91927,"End of the Line, The (2009)",benbradshaw robertomielgobragazzi charlesclover charlesclover overfishing fish conservation documentary 
91929,Nostalgia for the Light (Nostalgia de la luz) (2010),gaspargalaz lautaronúñez luíshenríquez patricioguzmán astronomer desert chile atacama desert chile documentary drama 
91933,Top Floor Left Wing (Dernier étage gauche gauche) (2010),hippolytegirardot mohamedfellag aymensaïdi angelocianci nan action comedy drama 
91935,Albatross (2011),jessicabrownfindlay harrytreadaway josefaltin tamzinrafn f rated leather jacket laptop sports car drama 
91937,Loosies (2012),peterfacinelli jaimiealexander michaelmadsen peterfacinelli subway f word new york city comedy drama romance 
91947,"Revenant, The (2009)",davidanders chriswylde louisegriffiths d.kerryprior blood soldier iraq funeral comedy horror 
91952,"Mill and the Cross, The (2011)",rutgerhauer michaelyork charlotterampling michaelfrancisgibson flanders painting famous painting 16th century drama 
91954,One Trick Pony (1980),nan nan nan drama 
91957,Cat Run (2011),pazvega janetmcteer alphonsomcauley nickball rival assassin mass murder male nudity female nudity action comedy 
91960,"Magic Christmas Tree, The (1964)",chriskroesen valeriehobbs darlenelohnes haroldvaughntaylor psychotronic film ring witch christmas children comedy fantasy 
91970,The Man Next Door (2009),rafaelspregelburd danielaráoz eugeniaalonso gastónduprat wall neighbor chair yoga comedy drama 
91972,"Divide, The (2011)",laurengerman michaelbiehn miloventimiglia karlmueller apocalypse radiation sickness rape gay kiss thriller 
91974,Underworld: Awakening (2012),katebeckinsale stephenrea michaelealy björnstein vampire selene character woman fights a man woman murders a man action fantasy horror imax 
91976,"Grey, The (2012)",liamneeson frankgrillo dermotmulroney joecarnahan snow survival wolf alcohol action drama 
91978,Man on a Ledge (2012),samworthington mandygonzalez williamsadler pablof.fenjves police diamond negotiator standing on a ledge crime thriller 
91981,Sacrifice (Zhao shi gu er) (2010),youge xueqiwang xiaominghuang ningyuzhao ancient china murder orphan court intrigue drama 
91983,"Hustlers, The (Veijarit) (2010)",mikkoleppilampi anttiluusuaniemi pihlaviitala katrimanninen nudity skinny dipping male rear nudity male nudity comedy drama 
91991,First Family (1980),nan nan nan comedy 
91993,All Night Long (1962),nan nan nan drama 
91995,Gorilla at Large (1954),nan nan nan mystery thriller 
91997,"Garden of Eden, The (2008)",menasuvari jackhuston caterinamurino jamesscottlinville lesbian kiss based on novel bisexual woman female full rear nudity drama 
92001,Time Without Pity (1957),nan nan nan crime drama mystery 
92004,Chill Out! (Descongélate!) (2003),pepónnieto candelapeña lolesleón félixsabroso nan comedy drama 
92006,White Irish Drinkers (2010),nickthurston geoffreywigdor karenallen johngray pubic hair male pubic hair girl in panties scantily clad female drama 
92008,Haywire (2011),ginacarano michaelangarano channingtatum lemdobbs cleavage super soldier die hard scenario assassin action thriller 
92010,Case départ (2011),fabriceeboué thomasn'gijol stéficelma fabriceeboué bus piano gay priest comedy 
92023,"Las Vegas Story, The (1952)",nan nan nan crime drama film-noir 
92025,My Man and I (1952),nan nan nan drama 
92027,Secrets (1933),nan nan nan western 
92029,Westbound (1959),nan nan nan western 
92032,"Don Is Dead, The (1973)",nan nan nan action crime drama thriller 
92046,Contact High (2009),michaelostrowski raimundwallisch alexissantiagohernandez michaelglawogger gay interest comedy 
92048,"Whistleblower, The (2010)",rachelweisz vanessaredgrave monicabellucci larysakondracki corruption diplomatic immunity rape torture drama thriller 
92058,"Human Centipede II (Full Sequence), The (2011)",laurencer.harvey ashlynnyennie maddiblack tomsix evil psychopath mute feces horror 
92062,Dad Savage (1998),patrickstewart kevinmckidd helenmccrory stevewilliams tulip father son relationship flashback nonlinear timeline crime thriller 
92064,You and Me (1938),nan nan nan crime romance 
92079,"Nazis: A Warning from History, The (1997)",samuelwest adolfbuchner juttarüdiger samuelwest pre world war two nazi ideology fascism fascist documentary war 
92083,Zen (2009),kankurônakamura yukiuchida ryushintei banmeitakahashi buddhism china buddhist zen drama 
92085,King of Beggars (Mo jong yuen So Hat-Yi) (1992),stephenchow mancheung man-tatng gordonchan Action action comedy drama 
92094,Einstein and Eddington (2008),davidtennant richardmccabe patrickkennedy petermoffat character names as title surnames as title albert einstein character physicist drama 
92096,14 Blades (Jin yi wei) (2010),donnieyen weizhao chunwu daniellee china kung fu brutality double impalement action drama 
92099,"Locals, The (2003)",johnnybarker dwaynecameron kateelliott gregpage country ghost stranded motorist stalker horror thriller 
92102,"Buona Sera, Mrs. Campbell (1968)",nan nan nan comedy 
92104,40 Pounds of Trouble (1962),nan nan nan comedy 
92106,My Future Boyfriend (2011),sararue barrywatson fredwillard jamesorr Comedy Fantasy comedy romance sci-fi 
92118,"Terrorizers, The (Kong bu fen zi) (1986)",nan nan nan drama 
92120,Good Bye (Bé omid é didar) (2011),leylazareh fereshtehsadreorafaiy shahabhosseini mohammadrasoulof nan drama 
